Player,Rank,Sets_Won,Games_Won,Aces,DoubleFaults,FirstServes_Won,FirstServes_In,SecondServes_Won,SecondServes_In,BreakPoints_Won,BreakPoints,ReturnPoints_Won,ReturnPoints_Faced,TotalPoints_Won,won_game?,FirstServes_ratio,SecondServes_ratio,BreakPoints_ratio,ReturnPoints_ratio,datetime,year,Tournament,Round_Description,Court_Surface,Total_Serves,Aces%,ServesWon%
Bobby Reynolds,126.0,2.0,15,9.0,1.0,42.0,57.0,12.0,21.0,3.0,7.0,35.0,91.0,89,1,0.7368421052631579,0.5714285714285714,0.42857142857142855,0.38461538461538464,2012-01-09,2012,Sydney,Second Round,Hard,78.0,0.11538461538461539,0.6923076923076923
Juan Martin del Potro,11.0,2.0,12,6.0,2.0,30.0,43.0,12.0,20.0,3.0,6.0,21.0,54.0,63,1,0.6976744186046512,0.6,0.5,0.3888888888888889,2012-01-09,2012,Sydney,Second Round,Hard,63.0,0.09523809523809523,0.6666666666666666
Marcos Baghdatis,43.0,2.0,17,4.0,2.0,36.0,44.0,29.0,44.0,2.0,9.0,39.0,112.0,104,1,0.8181818181818182,0.6590909090909091,0.2222222222222222,0.3482142857142857,2012-01-09,2012,Sydney,Second Round,Hard,88.0,0.045454545454545456,0.7386363636363636
Jarkko Nieminen,77.0,2.0,18,4.0,7.0,44.0,75.0,11.0,26.0,8.0,14.0,51.0,103.0,106,1,0.5866666666666667,0.4230769230769231,0.5714285714285714,0.49514563106796117,2012-01-09,2012,Sydney,Second Round,Hard,101.0,0.039603960396039604,0.5445544554455446
Denis Istomin,67.0,2.0,12,8.0,2.0,27.0,33.0,7.0,12.0,4.0,7.0,26.0,52.0,60,1,0.8181818181818182,0.5833333333333334,0.5714285714285714,0.5,2012-01-09,2012,Sydney,Second Round,Hard,45.0,0.17777777777777778,0.7555555555555555
Alex Bogomolov Jr.,34.0,2.0,13,0.0,3.0,39.0,53.0,3.0,9.0,3.0,14.0,31.0,78.0,73,1,0.7358490566037735,0.3333333333333333,0.21428571428571427,0.3974358974358974,2012-01-09,2012,Sydney,Second Round,Hard,62.0,0.0,0.6774193548387096
Julien Benneteau,49.0,2.0,12,2.0,2.0,19.0,26.0,13.0,26.0,5.0,13.0,36.0,71.0,68,1,0.7307692307692307,0.5,0.38461538461538464,0.5070422535211268,2012-01-09,2012,Sydney,Quarter-finals,Hard,52.0,0.038461538461538464,0.6153846153846154
Jarkko Nieminen,77.0,2.0,12,5.0,1.0,25.0,37.0,6.0,11.0,5.0,7.0,27.0,52.0,58,1,0.6756756756756757,0.5454545454545454,0.7142857142857143,0.5192307692307693,2012-01-09,2012,Sydney,Quarter-finals,Hard,48.0,0.10416666666666667,0.6458333333333334
Marcos Baghdatis,43.0,2.0,13,12.0,1.0,32.0,44.0,18.0,25.0,2.0,5.0,18.0,66.0,68,1,0.7272727272727273,0.72,0.4,0.2727272727272727,2012-01-09,2012,Sydney,Quarter-finals,Hard,69.0,0.17391304347826086,0.7246376811594203
Denis Istomin,67.0,2.0,13,8.0,3.0,31.0,42.0,22.0,42.0,3.0,8.0,33.0,80.0,86,1,0.7380952380952381,0.5238095238095238,0.375,0.4125,2012-01-09,2012,Sydney,Quarter-finals,Hard,84.0,0.09523809523809523,0.6309523809523809
Jarkko Nieminen,77.0,2.0,13,0.0,2.0,41.0,60.0,14.0,24.0,2.0,6.0,26.0,74.0,81,1,0.6833333333333333,0.5833333333333334,0.3333333333333333,0.35135135135135137,2012-01-09,2012,Sydney,Semi-finals,Hard,84.0,0.0,0.6547619047619048
Julien Benneteau,49.0,2.0,12,4.0,5.0,38.0,57.0,14.0,30.0,4.0,8.0,33.0,72.0,85,1,0.6666666666666666,0.4666666666666667,0.5,0.4583333333333333,2012-01-09,2012,Sydney,Semi-finals,Hard,87.0,0.04597701149425287,0.5977011494252874
Jarkko Nieminen,77.0,2.0,13,4.0,1.0,32.0,43.0,6.0,11.0,4.0,6.0,25.0,57.0,63,1,0.7441860465116279,0.5454545454545454,0.6666666666666666,0.43859649122807015,2012-01-09,2012,Sydney,Finals,Hard,54.0,0.07407407407407407,0.7037037037037037
Potito Starace,56.0,2.0,12,4.0,0.0,29.0,36.0,8.0,10.0,3.0,6.0,30.0,67.0,67,1,0.8055555555555556,0.8,0.5,0.44776119402985076,2012-01-09,2012,Auckland,First Round,Hard,46.0,0.08695652173913043,0.8043478260869565
Lukas Rosol,74.0,2.0,12,5.0,1.0,28.0,37.0,11.0,27.0,5.0,6.0,27.0,54.0,66,1,0.7567567567567568,0.4074074074074074,0.8333333333333334,0.5,2012-01-09,2012,Auckland,First Round,Hard,64.0,0.078125,0.609375
Alejandro Falla,80.0,2.0,16,5.0,5.0,34.0,57.0,21.0,34.0,5.0,11.0,37.0,85.0,92,1,0.5964912280701754,0.6176470588235294,0.45454545454545453,0.43529411764705883,2012-01-09,2012,Auckland,First Round,Hard,91.0,0.054945054945054944,0.6043956043956044
Carlos Berlocq,59.0,1.0,6,2.0,2.0,18.0,33.0,6.0,13.0,4.0,8.0,25.0,45.0,49,1,0.5454545454545454,0.46153846153846156,0.5,0.5555555555555556,2012-01-09,2012,Auckland,First Round,Hard,46.0,0.043478260869565216,0.5217391304347826
Guillermo Garcia-Lopez,66.0,2.0,14,3.0,3.0,36.0,56.0,14.0,31.0,6.0,10.0,40.0,87.0,90,1,0.6428571428571429,0.45161290322580644,0.6,0.45977011494252873,2012-01-09,2012,Auckland,First Round,Hard,87.0,0.034482758620689655,0.5747126436781609
Benoit Paire,92.0,2.0,12,8.0,0.0,19.0,22.0,20.0,31.0,3.0,8.0,23.0,51.0,62,1,0.8636363636363636,0.6451612903225806,0.375,0.45098039215686275,2012-01-09,2012,Auckland,First Round,Hard,53.0,0.1509433962264151,0.7358490566037735
Adrian Mannarino,87.0,2.0,12,3.0,0.0,28.0,31.0,8.0,12.0,3.0,5.0,17.0,46.0,53,1,0.9032258064516129,0.6666666666666666,0.6,0.3695652173913043,2012-01-09,2012,Auckland,First Round,Hard,43.0,0.06976744186046512,0.8372093023255814
Santiago Giraldo,51.0,2.0,12,2.0,1.0,26.0,35.0,12.0,16.0,3.0,5.0,25.0,59.0,63,1,0.7428571428571429,0.75,0.6,0.423728813559322,2012-01-09,2012,Auckland,First Round,Hard,51.0,0.0392156862745098,0.7450980392156863
Thomaz Bellucci,38.0,2.0,13,7.0,2.0,30.0,37.0,22.0,32.0,1.0,6.0,27.0,75.0,79,1,0.8108108108108109,0.6875,0.16666666666666666,0.36,2012-01-09,2012,Auckland,First Round,Hard,69.0,0.10144927536231885,0.7536231884057971
Ryan Harrison,84.0,2.0,12,3.0,0.0,28.0,39.0,11.0,18.0,3.0,7.0,26.0,61.0,65,1,0.717948717948718,0.6111111111111112,0.42857142857142855,0.4262295081967213,2012-01-09,2012,Auckland,First Round,Hard,57.0,0.05263157894736842,0.6842105263157895
Philipp Kohlschreiber,42.0,2.0,16,13.0,2.0,29.0,38.0,28.0,45.0,3.0,7.0,33.0,91.0,90,1,0.7631578947368421,0.6222222222222222,0.42857142857142855,0.3626373626373626,2012-01-09,2012,Auckland,First Round,Hard,83.0,0.1566265060240964,0.6867469879518072
Olivier Rochus,68.0,2.0,13,0.0,3.0,29.0,44.0,9.0,20.0,5.0,14.0,37.0,79.0,75,1,0.6590909090909091,0.45,0.35714285714285715,0.46835443037974683,2012-01-09,2012,Auckland,First Round,Hard,64.0,0.0,0.59375
Guillermo Garcia-Lopez,66.0,2.0,12,2.0,2.0,24.0,38.0,15.0,26.0,5.0,12.0,38.0,75.0,77,1,0.631578947368421,0.5769230769230769,0.4166666666666667,0.5066666666666667,2012-01-09,2012,Auckland,Second Round,Hard,64.0,0.03125,0.609375
Fernando Verdasco,24.0,2.0,14,6.0,3.0,36.0,56.0,14.0,25.0,4.0,13.0,37.0,86.0,87,1,0.6428571428571429,0.56,0.3076923076923077,0.43023255813953487,2012-01-09,2012,Auckland,Second Round,Hard,81.0,0.07407407407407407,0.6172839506172839
Benoit Paire,92.0,2.0,17,12.0,3.0,36.0,48.0,18.0,40.0,7.0,13.0,47.0,97.0,101,1,0.75,0.45,0.5384615384615384,0.4845360824742268,2012-01-09,2012,Auckland,Second Round,Hard,88.0,0.13636363636363635,0.6136363636363636
David Ferrer,5.0,2.0,12,5.0,1.0,33.0,41.0,6.0,12.0,3.0,4.0,19.0,48.0,58,1,0.8048780487804879,0.5,0.75,0.3958333333333333,2012-01-09,2012,Auckland,Second Round,Hard,53.0,0.09433962264150944,0.7358490566037735
Alejandro Falla,80.0,2.0,13,2.0,1.0,21.0,31.0,19.0,24.0,3.0,7.0,31.0,71.0,71,1,0.6774193548387096,0.7916666666666666,0.42857142857142855,0.43661971830985913,2012-01-09,2012,Auckland,Second Round,Hard,55.0,0.03636363636363636,0.7272727272727273
Philipp Kohlschreiber,42.0,2.0,16,9.0,3.0,38.0,51.0,18.0,35.0,5.0,8.0,37.0,88.0,93,1,0.7450980392156863,0.5142857142857142,0.625,0.42045454545454547,2012-01-09,2012,Auckland,Second Round,Hard,86.0,0.10465116279069768,0.6511627906976745
Nicolas Almagro,10.0,2.0,12,11.0,0.0,24.0,27.0,12.0,15.0,3.0,8.0,28.0,64.0,64,1,0.8888888888888888,0.8,0.375,0.4375,2012-01-09,2012,Auckland,Second Round,Hard,42.0,0.2619047619047619,0.8571428571428571
Olivier Rochus,68.0,2.0,19,0.0,3.0,50.0,74.0,31.0,42.0,1.0,10.0,47.0,138.0,128,1,0.6756756756756757,0.7380952380952381,0.1,0.34057971014492755,2012-01-09,2012,Auckland,Second Round,Hard,116.0,0.0,0.6982758620689655
David Ferrer,5.0,2.0,16,0.0,4.0,37.0,60.0,16.0,33.0,6.0,8.0,41.0,88.0,94,1,0.6166666666666667,0.48484848484848486,0.75,0.4659090909090909,2012-01-09,2012,Auckland,Quarter-finals,Hard,93.0,0.0,0.5698924731182796
Olivier Rochus,68.0,2.0,19,2.0,4.0,57.0,84.0,22.0,40.0,4.0,6.0,39.0,107.0,118,1,0.6785714285714286,0.55,0.6666666666666666,0.3644859813084112,2012-01-09,2012,Auckland,Quarter-finals,Hard,124.0,0.016129032258064516,0.6370967741935484
Fernando Verdasco,24.0,2.0,13,4.0,3.0,29.0,38.0,16.0,24.0,3.0,8.0,41.0,93.0,86,1,0.7631578947368421,0.6666666666666666,0.375,0.44086021505376344,2012-01-09,2012,Auckland,Quarter-finals,Hard,62.0,0.06451612903225806,0.7258064516129032
Philipp Kohlschreiber,42.0,2.0,13,9.0,1.0,34.0,46.0,19.0,32.0,1.0,2.0,16.0,61.0,69,1,0.7391304347826086,0.59375,0.5,0.26229508196721313,2012-01-09,2012,Auckland,Quarter-finals,Hard,78.0,0.11538461538461539,0.6794871794871795
David Ferrer,5.0,2.0,12,2.0,1.0,30.0,37.0,12.0,19.0,2.0,12.0,31.0,74.0,73,1,0.8108108108108109,0.631578947368421,0.16666666666666666,0.4189189189189189,2012-01-09,2012,Auckland,Semi-finals,Hard,56.0,0.03571428571428571,0.75
Olivier Rochus,68.0,2.0,18,1.0,4.0,48.0,69.0,20.0,43.0,6.0,9.0,37.0,87.0,105,1,0.6956521739130435,0.46511627906976744,0.6666666666666666,0.42528735632183906,2012-01-09,2012,Auckland,Semi-finals,Hard,112.0,0.008928571428571428,0.6071428571428571
David Ferrer,5.0,2.0,12,9.0,1.0,26.0,32.0,19.0,38.0,3.0,4.0,23.0,55.0,68,1,0.8125,0.5,0.75,0.41818181818181815,2012-01-09,2012,Auckland,Finals,Hard,70.0,0.12857142857142856,0.6428571428571429
Adrian Menendez-Maceiras,195.0,2.0,12,3.0,1.0,19.0,31.0,10.0,22.0,7.0,11.0,32.0,52.0,61,1,0.6129032258064516,0.45454545454545453,0.6363636363636364,0.6153846153846154,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,53.0,0.05660377358490566,0.5471698113207547
Marco Crugnola,274.0,2.0,12,1.0,3.0,22.0,29.0,7.0,14.0,5.0,15.0,36.0,68.0,65,1,0.7586206896551724,0.5,0.3333333333333333,0.5294117647058824,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,43.0,0.023255813953488372,0.6744186046511628
Sergei Bubka,152.0,2.0,14,5.0,2.0,32.0,45.0,14.0,31.0,4.0,13.0,42.0,94.0,88,1,0.7111111111111111,0.45161290322580644,0.3076923076923077,0.44680851063829785,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,76.0,0.06578947368421052,0.6052631578947368
Denys Molchanov,267.0,2.0,13,3.0,2.0,29.0,38.0,14.0,26.0,4.0,10.0,32.0,68.0,75,1,0.7631578947368421,0.5384615384615384,0.4,0.47058823529411764,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,64.0,0.046875,0.671875
Bjorn Phau,174.0,2.0,13,3.0,0.0,27.0,39.0,14.0,34.0,6.0,11.0,35.0,66.0,76,1,0.6923076923076923,0.4117647058823529,0.5454545454545454,0.5303030303030303,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,73.0,0.0410958904109589,0.5616438356164384
Igor Sijsling,196.0,2.0,13,11.0,1.0,28.0,34.0,13.0,25.0,4.0,7.0,23.0,57.0,64,1,0.8235294117647058,0.52,0.5714285714285714,0.40350877192982454,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,59.0,0.1864406779661017,0.6949152542372882
Rainer Schuettler,131.0,2.0,14,3.0,6.0,43.0,52.0,21.0,35.0,1.0,4.0,21.0,78.0,85,1,0.8269230769230769,0.6,0.25,0.2692307692307692,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,87.0,0.034482758620689655,0.735632183908046
Stephane Bohli,206.0,2.0,12,3.0,0.0,20.0,24.0,15.0,22.0,4.0,12.0,36.0,71.0,71,1,0.8333333333333334,0.6818181818181818,0.3333333333333333,0.5070422535211268,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,46.0,0.06521739130434782,0.7608695652173914
Danai Udomchoke,201.0,2.0,16,3.0,2.0,39.0,55.0,15.0,28.0,7.0,14.0,44.0,94.0,98,1,0.7090909090909091,0.5357142857142857,0.5,0.46808510638297873,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,83.0,0.03614457831325301,0.6506024096385542
David Goffin,168.0,2.0,16,4.0,6.0,40.0,55.0,17.0,28.0,4.0,10.0,41.0,91.0,98,1,0.7272727272727273,0.6071428571428571,0.4,0.45054945054945056,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,83.0,0.04819277108433735,0.6867469879518072
Grega Zemlja,110.0,2.0,17,18.0,8.0,48.0,65.0,21.0,44.0,3.0,14.0,49.0,127.0,118,1,0.7384615384615385,0.4772727272727273,0.21428571428571427,0.3858267716535433,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,109.0,0.1651376146788991,0.6330275229357798
Radu Albot,282.0,2.0,12,2.0,1.0,26.0,35.0,3.0,8.0,6.0,8.0,26.0,36.0,55,1,0.7428571428571429,0.375,0.75,0.7222222222222222,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,43.0,0.046511627906976744,0.6744186046511628
Peter Luczak,280.0,2.0,13,3.0,2.0,26.0,41.0,14.0,27.0,5.0,12.0,36.0,75.0,76,1,0.6341463414634146,0.5185185185185185,0.4166666666666667,0.48,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,68.0,0.04411764705882353,0.5882352941176471
Matteo Viola,153.0,2.0,20,1.0,11.0,51.0,79.0,23.0,52.0,7.0,16.0,59.0,122.0,133,1,0.6455696202531646,0.4423076923076923,0.4375,0.48360655737704916,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,131.0,0.007633587786259542,0.5648854961832062
Maxime Teixeira,162.0,2.0,12,6.0,,26.0,36.0,10.0,21.0,5.0,10.0,34.0,70.0,70,1,0.7222222222222222,0.47619047619047616,0.5,0.4857142857142857,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,57.0,0.10526315789473684,0.631578947368421
Thiemo de Bakker,211.0,2.0,19,7.0,0.0,51.0,67.0,24.0,37.0,2.0,4.0,33.0,104.0,108,1,0.7611940298507462,0.6486486486486487,0.5,0.3173076923076923,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,104.0,0.0673076923076923,0.7211538461538461
Andrey Golubev,146.0,2.0,15,7.0,0.0,35.0,46.0,20.0,35.0,3.0,7.0,30.0,79.0,85,1,0.7608695652173914,0.5714285714285714,0.42857142857142855,0.379746835443038,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,81.0,0.08641975308641975,0.6790123456790124
Joao Sousa,191.0,2.0,13,2.0,2.0,26.0,35.0,12.0,16.0,4.0,16.0,34.0,72.0,72,1,0.7428571428571429,0.75,0.25,0.4722222222222222,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,51.0,0.0392156862745098,0.7450980392156863
Ricardas Berankis,132.0,2.0,12,6.0,3.0,28.0,29.0,13.0,20.0,2.0,6.0,24.0,66.0,65,1,0.9655172413793104,0.65,0.3333333333333333,0.36363636363636365,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,49.0,0.12244897959183673,0.8367346938775511
Pierre-Ludovic Duclos,247.0,2.0,13,3.0,2.0,33.0,46.0,14.0,27.0,3.0,6.0,26.0,72.0,73,1,0.717391304347826,0.5185185185185185,0.5,0.3611111111111111,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,73.0,0.0410958904109589,0.6438356164383562
Romain Jouan,226.0,2.0,18,10.0,3.0,48.0,69.0,22.0,44.0,4.0,12.0,40.0,107.0,110,1,0.6956521739130435,0.5,0.3333333333333333,0.37383177570093457,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,113.0,0.08849557522123894,0.6194690265486725
Peter Gojowczyk,248.0,2.0,12,4.0,1.0,24.0,30.0,8.0,16.0,5.0,6.0,28.0,50.0,60,1,0.8,0.5,0.8333333333333334,0.56,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,46.0,0.08695652173913043,0.6956521739130435
Alex Kuznetsov,167.0,2.0,13,4.0,1.0,30.0,46.0,12.0,22.0,5.0,14.0,37.0,76.0,79,1,0.6521739130434783,0.5454545454545454,0.35714285714285715,0.4868421052631579,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,68.0,0.058823529411764705,0.6176470588235294
Javier Marti,180.0,2.0,12,3.0,0.0,22.0,29.0,4.0,10.0,6.0,13.0,32.0,52.0,58,1,0.7586206896551724,0.4,0.46153846153846156,0.6153846153846154,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,39.0,0.07692307692307693,0.6666666666666666
James Ward,161.0,2.0,19,6.0,8.0,48.0,65.0,21.0,44.0,5.0,17.0,67.0,146.0,136,1,0.7384615384615385,0.4772727272727273,0.29411764705882354,0.4589041095890411,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,109.0,0.05504587155963303,0.6330275229357798
Jimmy Wang,275.0,2.0,12,3.0,1.0,18.0,30.0,14.0,19.0,6.0,9.0,31.0,55.0,63,1,0.6,0.7368421052631579,0.6666666666666666,0.5636363636363636,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,49.0,0.061224489795918366,0.6530612244897959
Augustin Gensse,159.0,2.0,16,4.0,4.0,35.0,47.0,11.0,26.0,6.0,11.0,45.0,92.0,91,1,0.7446808510638298,0.4230769230769231,0.5454545454545454,0.4891304347826087,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,73.0,0.0547945205479452,0.6301369863013698
Martin Fischer,219.0,2.0,16,2.0,3.0,42.0,63.0,12.0,23.0,6.0,9.0,39.0,85.0,93,1,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.4588235294117647,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,86.0,0.023255813953488372,0.627906976744186
Aljaz Bedene,163.0,2.0,12,4.0,1.0,23.0,29.0,11.0,19.0,4.0,4.0,25.0,46.0,59,1,0.7931034482758621,0.5789473684210527,1.0,0.5434782608695652,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,48.0,0.08333333333333333,0.7083333333333334
Lukas Lacko,119.0,2.0,12,1.0,1.0,26.0,36.0,10.0,15.0,4.0,4.0,22.0,42.0,58,1,0.7222222222222222,0.6666666666666666,1.0,0.5238095238095238,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,51.0,0.0196078431372549,0.7058823529411765
Kamil Capkovic,251.0,2.0,13,1.0,3.0,27.0,35.0,9.0,14.0,5.0,12.0,31.0,66.0,67,1,0.7714285714285715,0.6428571428571429,0.4166666666666667,0.4696969696969697,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,49.0,0.02040816326530612,0.7346938775510204
Vasek Pospisil,122.0,2.0,16,6.0,4.0,43.0,63.0,23.0,44.0,4.0,8.0,34.0,88.0,100,1,0.6825396825396826,0.5227272727272727,0.5,0.38636363636363635,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,107.0,0.056074766355140186,0.616822429906542
Farrukh Dustov,261.0,2.0,18,3.0,2.0,44.0,65.0,12.0,26.0,7.0,10.0,46.0,96.0,102,1,0.676923076923077,0.46153846153846156,0.7,0.4791666666666667,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,91.0,0.03296703296703297,0.6153846153846154
Andre Ghem,303.0,2.0,14,3.0,5.0,35.0,50.0,16.0,40.0,5.0,12.0,44.0,94.0,95,1,0.7,0.4,0.4166666666666667,0.46808510638297873,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,90.0,0.03333333333333333,0.5666666666666667
Eduardo Schwank,143.0,2.0,12,1.0,1.0,31.0,45.0,8.0,15.0,5.0,11.0,31.0,59.0,70,1,0.6888888888888889,0.5333333333333333,0.45454545454545453,0.5254237288135594,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,60.0,0.016666666666666666,0.65
Konstantin Kravchuk,185.0,2.0,17,3.0,4.0,40.0,53.0,14.0,29.0,4.0,10.0,38.0,91.0,92,1,0.7547169811320755,0.4827586206896552,0.4,0.4175824175824176,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,82.0,0.036585365853658534,0.6585365853658537
Jonathan Dasnieres de Veigy,214.0,2.0,12,3.0,3.0,29.0,36.0,3.0,7.0,5.0,10.0,27.0,46.0,59,1,0.8055555555555556,0.42857142857142855,0.5,0.5869565217391305,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,43.0,0.06976744186046512,0.7441860465116279
Ivo Minar,179.0,2.0,13,4.0,1.0,36.0,46.0,10.0,17.0,3.0,7.0,28.0,65.0,74,1,0.782608695652174,0.5882352941176471,0.42857142857142855,0.4307692307692308,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,63.0,0.06349206349206349,0.7301587301587301
Tim Smyczek,273.0,2.0,13,2.0,0.0,39.0,50.0,4.0,13.0,3.0,5.0,34.0,75.0,77,1,0.78,0.3076923076923077,0.6,0.4533333333333333,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,63.0,0.031746031746031744,0.6825396825396826
Amer Delic,210.0,2.0,16,11.0,1.0,48.0,63.0,19.0,37.0,3.0,8.0,31.0,81.0,98,1,0.7619047619047619,0.5135135135135135,0.375,0.38271604938271603,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,100.0,0.11,0.67
Gianluca Naso,225.0,2.0,20,12.0,3.0,59.0,81.0,37.0,63.0,2.0,15.0,44.0,131.0,140,1,0.7283950617283951,0.5873015873015873,0.13333333333333333,0.33587786259541985,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,144.0,0.08333333333333333,0.6666666666666666
Yannick Mertens,252.0,2.0,13,2.0,1.0,31.0,43.0,15.0,21.0,3.0,7.0,26.0,61.0,72,1,0.7209302325581395,0.7142857142857143,0.42857142857142855,0.4262295081967213,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,64.0,0.03125,0.71875
Rik De Voest,126.0,2.0,16,1.0,1.0,34.0,52.0,13.0,30.0,7.0,14.0,35.0,67.0,82,1,0.6538461538461539,0.43333333333333335,0.5,0.5223880597014925,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,82.0,0.012195121951219513,0.573170731707317
Simone Bolelli,134.0,2.0,17,4.0,0.0,50.0,78.0,22.0,47.0,5.0,17.0,55.0,125.0,127,1,0.6410256410256411,0.46808510638297873,0.29411764705882354,0.44,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,125.0,0.032,0.576
Roberto Bautista Agut,175.0,2.0,12,0.0,2.0,41.0,66.0,9.0,17.0,4.0,10.0,37.0,78.0,87,1,0.6212121212121212,0.5294117647058824,0.4,0.47435897435897434,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,83.0,0.0,0.6024096385542169
David Guez,188.0,2.0,13,1.0,2.0,26.0,42.0,14.0,29.0,6.0,16.0,42.0,82.0,82,1,0.6190476190476191,0.4827586206896552,0.375,0.5121951219512195,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,71.0,0.014084507042253521,0.5633802816901409
Mathieu Rodrigues,215.0,2.0,18,3.0,1.0,39.0,51.0,20.0,41.0,6.0,18.0,50.0,103.0,109,1,0.7647058823529411,0.4878048780487805,0.3333333333333333,0.4854368932038835,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,92.0,0.03260869565217391,0.6413043478260869
Denis Kudla,276.0,2.0,18,2.0,3.0,49.0,66.0,20.0,28.0,2.0,7.0,41.0,114.0,110,1,0.7424242424242424,0.7142857142857143,0.2857142857142857,0.35964912280701755,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,94.0,0.02127659574468085,0.7340425531914894
Go Soeda,99.0,2.0,12,1.0,2.0,21.0,28.0,20.0,28.0,3.0,12.0,31.0,71.0,72,1,0.75,0.7142857142857143,0.25,0.43661971830985913,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,56.0,0.017857142857142856,0.7321428571428571
Caio Zampieri,255.0,2.0,12,1.0,0.0,34.0,51.0,13.0,24.0,3.0,11.0,27.0,62.0,74,1,0.6666666666666666,0.5416666666666666,0.2727272727272727,0.43548387096774194,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,75.0,0.013333333333333334,0.6266666666666667
Arnau Brugues-Davi,138.0,2.0,13,2.0,4.0,37.0,45.0,12.0,27.0,3.0,6.0,31.0,75.0,80,1,0.8222222222222222,0.4444444444444444,0.5,0.41333333333333333,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,72.0,0.027777777777777776,0.6805555555555556
Frederik Nielsen,240.0,2.0,13,2.0,1.0,33.0,52.0,10.0,22.0,5.0,11.0,34.0,67.0,77,1,0.6346153846153846,0.45454545454545453,0.45454545454545453,0.5074626865671642,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,74.0,0.02702702702702703,0.581081081081081
Jan Hernych,165.0,2.0,12,2.0,0.0,29.0,38.0,11.0,19.0,3.0,8.0,31.0,69.0,71,1,0.7631578947368421,0.5789473684210527,0.375,0.4492753623188406,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,57.0,0.03508771929824561,0.7017543859649122
Florent Serra,156.0,2.0,13,5.0,5.0,45.0,58.0,16.0,33.0,2.0,4.0,24.0,68.0,85,1,0.7758620689655172,0.48484848484848486,0.5,0.35294117647058826,2012-01-16,2012,"Australian Open, Melbourne",Qualifying,Hard,91.0,0.054945054945054944,0.6703296703296703
