Player1,Player2,Rank_diff,Sets_Won_diff,Games_Won_diff,Aces_diff,DoubleFaults_diff,FirstServes_Won_diff,FirstServes_In_diff,SecondServes_Won_diff,SecondServes_In_diff,BreakPoints_Won_diff,BreakPoints_diff,ReturnPoints_Won_diff,ReturnPoints_Faced_diff,TotalPoints_Won_diff,FirstServes_ratio_diff,SecondServes_ratio_diff,BreakPoints_ratio_diff,ReturnPoints_ratio_diff,Court_Surface,Round_Description,datetime,year,month,day,Round_Description_clean,Player1_Rank,Player2_Rank,Player1_Rank_Grouped,Player2_Rank_Grouped,Player1Win
David Guez,Jimmy Wang,-87.0,1,0,-3.0,-1.0,-11,-14,3,1,1.0,10.0,5.0,13.0,-3,-0.04937499999999995,0.08620689655172414,-0.14393939393939398,-0.010887096774193583,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,188.0,275.0,"(175.0, 200.0]","(250.0, 275.0]",1
Sergei Bubka,Jonathan Dasnieres de Veigy,-62.0,2,6,3.0,-3.0,2,-5,2,-6,3.0,11.0,15.0,11.0,19,0.13286713286713292,0.2557544757033248,0.21428571428571427,0.1799040511727079,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,152.0,214.0,"(150.0, 175.0]","(200.0, 225.0]",1
Kamil Capkovic,Illya Marchenko,5.0,-1,-3,1.0,5.0,2,6,-3,-6,-1.0,-8.0,-1.0,-0.0,-2,-0.025947067981318184,-0.011655011655011649,0.3904761904761904,-0.012500000000000067,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,251.0,246.0,"(250.0, 275.0]","(225.0, 250.0]",0
Konstantin Kravchuk,Simone Bolelli,51.0,-1,0,12.0,-2.0,15,14,-11,-1,-0.0,-0.0,-9.0,-13.0,-5,0.05267456104532464,-0.2780938833570412,-0.0,-0.041025641025641046,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,185.0,134.0,"(175.0, 200.0]","(125.0, 150.0]",0
Bjorn Phau,Marco Crugnola,-100.0,2,10,-2.0,-2.0,7,-1,7,2,5.0,6.0,13.0,-1.0,27,0.2891737891737892,0.4107142857142857,0.7142857142857143,0.32346109175377463,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,174.0,274.0,"(150.0, 175.0]","(250.0, 275.0]",1
Mathieu Rodrigues,Jurgen Zopp,67.0,1,6,1.0,3.0,7,9,-15,-12,-3.0,-4.0,-5.0,3.0,-13,0.010190444370197116,-0.15504807692307693,-0.08333333333333337,-0.045484257544394835,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,215.0,148.0,"(200.0, 225.0]","(125.0, 150.0]",0
Florent Serra,Maxime Teixeira,-6.0,1,7,-7.0,-8.0,-12,-22,2,-13,4.0,21.0,25.0,35.0,15,0.04226743037724667,0.21700879765395897,-0.41666666666666663,0.10398836015063334,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,156.0,162.0,"(150.0, 175.0]","(150.0, 175.0]",1
Peter Luczak,Frederik Nielsen,40.0,-2,-6,-3.0,,3,14,-11,-6,-3.0,-3.0,-16.0,-8.0,-24,-0.16599839615076184,-0.370843989769821,-0.3333333333333333,-0.23333333333333334,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,280.0,240.0,"(275.0, 300.0]","(225.0, 250.0]",0
Andre Ghem,Pierre-Ludovic Duclos,56.0,1,4,,1.0,-9,-26,7,8,2.0,3.0,16.0,18.0,14,0.11704885343968086,0.08374384236453203,0.0,0.10077186963979418,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,303.0,247.0,"(300.0, 325.0]","(225.0, 250.0]",1
Radu Albot,Andrey Golubev,136.0,-2,-4,-6.0,-0.0,0,2,-4,1,-2.0,-5.0,-7.0,-3.0,-11,-0.0368421052631579,-0.2238095238095238,-0.4,-0.10118711136235159,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,282.0,146.0,"(275.0, 300.0]","(125.0, 150.0]",0
Alexander Kudryavtsev,Rainer Schuettler,41.0,1,-3,7.0,-7.0,-8,1,6,6,-1.0,-3.0,-9.0,-7.0,-11,-0.14344262295081966,0.06000000000000005,0.05555555555555558,-0.05864518364518362,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,172.0,131.0,"(150.0, 175.0]","(125.0, 150.0]",1
Roberto Bautista Agut,Ricardas Berankis,43.0,1,7,-1.0,-4.0,18,12,-15,-24,4.0,8.0,15.0,12.0,18,0.18947368421052635,-0.07606490872210958,0.11428571428571432,0.10594260108823217,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,175.0,132.0,"(150.0, 175.0]","(125.0, 150.0]",1
Danai Udomchoke,Romain Jouan,-25.0,2,6,-1.0,-1.0,6,3,-1,-12,3.0,4.0,14.0,9.0,19,0.1082706766917293,0.21222410865874358,0.5,0.17145135566188202,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,201.0,226.0,"(200.0, 225.0]","(225.0, 250.0]",1
Stephane Bohli,Tim Smyczek,-67.0,-2,-4,2.0,2.0,-3,-9,1,14,-2.0,-7.0,-7.0,-5.0,-9,0.09134615384615385,-0.32193732193732194,0.033333333333333326,-0.08494783904619974,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,206.0,273.0,"(200.0, 225.0]","(250.0, 275.0]",0
Carsten Ball,Vasek Pospisil,242.0,2,3,-2.0,-4.0,12,13,-8,-8,1.0,2.0,-1.0,-5.0,3,0.04022988505747127,-0.10859728506787336,-0.33333333333333337,0.006302521008403339,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,364.0,122.0,"(350.0, 375.0]","(100.0, 125.0]",1
Roberto Bautista Agut,Andre Ghem,-128.0,2,4,-1.0,0.0,3,2,2,-7,2.0,0.0,10.0,5.0,15,0.03950103950103956,0.19114219114219116,0.5,0.12197802197802199,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,175.0,303.0,"(150.0, 175.0]","(300.0, 325.0]",1
Denis Kudla,Carsten Ball,-88.0,2,3,-3.0,-3.0,-12,-21,8,4,1.0,6.0,13.0,17.0,9,0.030303030303030276,0.2007168458781362,-0.12727272727272732,0.07724957555178269,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,276.0,364.0,"(275.0, 300.0]","(350.0, 375.0]",1
David Guez,Jesse Huta Galung,-45.0,-2,-8,-3.0,-4.0,-10,0,-6,-9,-4.0,-3.0,-7.0,9.0,-23,-0.3571428571428572,-0.11278195488721804,-0.8,-0.21048632218844981,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,188.0,233.0,"(175.0, 200.0]","(225.0, 250.0]",0
Denys Molchanov,Florent Serra,111.0,-2,-6,4.0,4.0,-7,-6,0,5,-3.0,-4.0,-6.0,1.0,-13,-0.09615384615384615,-0.15700483091787443,-0.6,-0.1277551020408163,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,267.0,156.0,"(250.0, 275.0]","(150.0, 175.0]",0
Bjorn Phau,Guillaume Rufin,-54.0,1,4,-2.0,0.0,6,2,1,4,1.0,3.0,1.0,-6.0,8,0.07909604519774016,-0.018307768431469584,-0.11111111111111105,0.03320754716981128,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,174.0,228.0,"(150.0, 175.0]","(225.0, 250.0]",1
Igor Sijsling,James Ward,35.0,-2,-5,-4.0,-1.0,-13,-14,4,13,-2.0,-3.0,-8.0,1.0,-17,-0.07272727272727275,-0.08831168831168829,-0.16666666666666669,-0.12773892773892775,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,196.0,161.0,"(175.0, 200.0]","(150.0, 175.0]",0
Joao Sousa,Alexander Kudryavtsev,19.0,-1,0,-4.0,-0.0,14,26,-1,7,-0.0,-9.0,-20.0,-33.0,-7,-0.07344797435150097,-0.08511586452762926,0.2222222222222222,-0.05893300248138955,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,191.0,172.0,"(175.0, 200.0]","(150.0, 175.0]",0
Illya Marchenko,Martin Fischer,27.0,2,5,1.0,2.0,11,5,5,8,2.0,2.0,3.0,-13.0,19,0.22549019607843135,0.04126984126984129,0.09999999999999998,0.1384581302614089,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,246.0,219.0,"(225.0, 250.0]","(200.0, 225.0]",1
Danai Udomchoke,Peter Polansky,-68.0,2,6,2.0,0.0,18,17,-8,-11,3.0,2.0,4.0,-6.0,14,0.21809523809523812,-0.037142857142857144,1.0,0.11428571428571432,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,201.0,269.0,"(200.0, 225.0]","(250.0, 275.0]",1
Rik De Voest,Matteo Viola,-27.0,-1,-1,-2.0,-2.0,1,12,-2,-10,-0.0,-3.0,-3.0,-2.0,-4,-0.07754963516035973,0.09284028324154214,0.1388888888888889,-0.018796992481203034,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,126.0,153.0,"(125.0, 150.0]","(150.0, 175.0]",0
Lukas Lacko,Sergei Bubka,-33.0,2,6,2.0,-1.0,6,-2,-2,-6,3.0,4.0,12.0,8.0,16,0.2416666666666667,0.05555555555555558,0.75,0.17857142857142855,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,119.0,152.0,"(100.0, 125.0]","(150.0, 175.0]",1
Simone Bolelli,Frederik Nielsen,-106.0,-1,-5,1.0,-1.0,0,11,2,3,-3.0,-7.0,-12.0,-14.0,-10,-0.09019410977242304,0.006359300476947549,-0.1333333333333333,-0.05927672955974844,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,134.0,240.0,"(125.0, 150.0]","(225.0, 250.0]",0
Thiemo de Bakker,Peter Gojowczyk,-37.0,-2,-10,-4.0,1.0,-2,13,-7,-5,-5.0,-7.0,-17.0,-8.0,-26,-0.33220720720720714,-0.27443609022556387,-0.5555555555555556,-0.2895576835385317,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,211.0,248.0,"(200.0, 225.0]","(225.0, 250.0]",0
Tim Smyczek,Jurgen Zopp,125.0,-1,-5,-3.0,1.0,0,13,-5,-16,-3.0,-4.0,-2.0,3.0,-7,-0.12576008844665565,0.14052287581699352,-0.08333333333333337,-0.038368983957219216,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,273.0,148.0,"(250.0, 275.0]","(125.0, 150.0]",0
Andrey Golubev,Yannick Mertens,-106.0,2,8,2.0,0.0,3,-2,6,1,4.0,4.0,10.0,1.0,19,0.1762820512820512,0.24308300395256915,0.5714285714285714,0.2025709219858156,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,146.0,252.0,"(125.0, 150.0]","(250.0, 275.0]",1
Alex Kuznetsov,Yuichi Sugita,-42.0,1,4,4.0,-4.0,3,5,7,6,2.0,0.0,-1.0,-11.0,9,-0.014690982776089156,0.125,0.39999999999999997,0.034632034632034625,Hard,Qualifying,2012-01-16,2012,1,16,Qualifying,167.0,209.0,"(150.0, 175.0]","(200.0, 225.0]",1
Adrian Mannarino,Juan Martin del Potro,80.0,-2,-5,-5.0,-3.0,-12,-11,-12,-26,-2.0,5.0,13.0,37.0,-11,-0.05434782608695654,-0.05280172413793105,-0.4423076923076923,-0.01729085952073467,Hard,First Round,2012-01-16,2012,1,16,First Round,91.0,11.0,"(75.0, 100.0]","(0.0, 25.0]",0
Pere Riba,Albert Montanes,38.0,2,0,14.0,-4.0,-10,-19,-1,-1,-1.0,0.0,9.0,20.0,-2,0.031755614585848746,-0.009796806966618277,-0.0714285714285714,0.008044194611358801,Hard,First Round,2012-01-16,2012,1,16,First Round,88.0,50.0,"(75.0, 100.0]","(25.0, 50.0]",1
Tomas Berdych,Albert Ramos-Vinolas,-60.0,2,7,3.0,2.0,11,0,0,0,3.0,3.0,11.0,0.0,22,0.18644067796610164,0.0,0.2142857142857143,0.09734513274336282,Hard,First Round,2012-01-16,2012,1,16,First Round,7.0,67.0,"(0.0, 25.0]","(50.0, 75.0]",1
Alex Kuznetsov,Rafael Nadal,165.0,-3,-12,-4.0,-0.0,-12,7,-1,6,-6.0,-8.0,-26.0,-13.0,-39,-0.36734693877551017,-0.18846153846153846,-0.6,-0.3103225806451613,Hard,First Round,2012-01-16,2012,1,16,First Round,167.0,2.0,"(150.0, 175.0]","(0.0, 25.0]",0
Roger Federer,Alexander Kudryavtsev,-169.0,3,10,10.0,-2.0,20,18,-3,-20,5.0,9.0,19.0,2.0,36,0.15135135135135136,0.15865384615384615,0.21153846153846156,0.20702570063282966,Hard,First Round,2012-01-16,2012,1,16,First Round,3.0,172.0,"(0.0, 25.0]","(150.0, 175.0]",1
Andreas Seppi,Richard Gasquet,22.0,-2,-8,-2.0,3.0,-14,-5,10,21,-4.0,-11.0,-20.0,-16.0,-24,-0.17432950191570884,0.01336898395721925,0.08823529411764708,-0.12882036310555606,Hard,First Round,2012-01-16,2012,1,16,First Round,40.0,18.0,"(25.0, 50.0]","(0.0, 25.0]",0
Benjamin Becker,Marcos Baghdatis,260.0,-3,-10,-13.0,-0.0,-1,8,-13,-9,-5.0,-2.0,-13.0,1.0,-27,-0.18939393939393934,-0.2194805194805195,-0.5833333333333334,-0.16787974683544304,Hard,First Round,2012-01-16,2012,1,16,First Round,304.0,44.0,"(300.0, 325.0]","(25.0, 50.0]",0
Benjamin Mitchell,John Isner,205.0,-3,-5,-12.0,4.0,-17,-15,10,19,-2.0,-2.0,-11.0,-4.0,-18,-0.08630952380952372,0.009803921568627416,-0.20833333333333334,-0.10047846889952156,Hard,First Round,2012-01-16,2012,1,16,First Round,222.0,17.0,"(200.0, 225.0]","(0.0, 25.0]",0
Benoit Paire,Stan Wawrinka,62.0,-3,-12,1.0,3.0,-13,-14,-13,-1,-6.0,-0.0,-11.0,15.0,-37,-0.07269303201506594,-0.3259109311740891,-0.5454545454545454,-0.19338578805015988,Hard,First Round,2012-01-16,2012,1,16,First Round,84.0,22.0,"(75.0, 100.0]","(0.0, 25.0]",0
Bjorn Phau,Olivier Rochus,120.0,-3,-13,-5.0,3.0,-19,-10,-5,5,-6.0,-6.0,-19.0,5.0,-43,-0.3532651455546814,-0.26041666666666663,-0.44999999999999996,-0.3214285714285714,Hard,First Round,2012-01-16,2012,1,16,First Round,174.0,54.0,"(150.0, 175.0]","(50.0, 75.0]",0
Lleyton Hewitt,Cedrik-Marcel Stebe,98.0,2,3,-5.0,-4.0,-5,-18,-2,-3,2.0,9.0,14.0,21.0,7,0.09764203196708343,-0.008474576271186418,-0.08421052631578951,0.04243504839531331,Hard,First Round,2012-01-16,2012,1,16,First Round,181.0,83.0,"(175.0, 200.0]","(75.0, 100.0]",1
Danai Udomchoke,Gilles Simon,187.0,-1,-8,-10.0,2.0,-1,10,-13,-9,-5.0,-2.0,-15.0,-1.0,-29,-0.09291962370028062,-0.13846622032866707,-0.31468531468531474,-0.10773420479302831,Hard,First Round,2012-01-16,2012,1,16,First Round,201.0,14.0,"(200.0, 225.0]","(0.0, 25.0]",0
Alex Bogomolov Jr.,Daniel Gimeno-Traver,-70.0,3,9,-1.0,-4.0,5,-14,-11,-29,5.0,10.0,37.0,43.0,31,0.18712121212121213,0.13450292397660824,0.0,0.20180790960451978,Hard,First Round,2012-01-16,2012,1,16,First Round,34.0,104.0,"(25.0, 50.0]","(100.0, 125.0]",1
Denis Istomin,Jo-Wilfried Tsonga,54.0,-2,-5,-2.0,-2.0,7,18,-15,-26,-3.0,-0.0,-0.0,8.0,-8,-0.07550077041602465,-0.014519906323185006,-0.3333333333333333,-0.02619047619047621,Hard,First Round,2012-01-16,2012,1,16,First Round,60.0,6.0,"(50.0, 75.0]","(0.0, 25.0]",0
Denis Kudla,Tommy Haas,86.0,-2,-6,-6.0,7.0,-4,5,10,29,-3.0,-13.0,-28.0,-34.0,-22,-0.10396909027046009,-0.1295698924731183,0.35416666666666663,-0.14367335562987735,Hard,First Round,2012-01-16,2012,1,16,First Round,276.0,190.0,"(275.0, 300.0]","(175.0, 200.0]",0
Janko Tipsarevic,Dmitry Tursunov,-34.0,2,4,19.0,-1.0,7,1,-6,-17,1.0,4.0,17.0,16.0,18,0.07105538140020906,0.060975609756097615,-0.125,0.08815824645816622,Hard,First Round,2012-01-16,2012,1,16,First Round,9.0,43.0,"(0.0, 25.0]","(25.0, 50.0]",1
Dudi Sela,Thomaz Bellucci,38.0,-3,-6,-3.0,1.0,4,18,-3,2,-3.0,-4.0,-19.0,-20.0,-18,-0.1623567921440261,-0.07692307692307687,-0.16666666666666669,-0.10703675409557761,Hard,First Round,2012-01-16,2012,1,16,First Round,75.0,37.0,"(50.0, 75.0]","(25.0, 50.0]",0
Andreas Beck,Eric Prodon,-3.0,2,6,-12.0,5.0,10,-8,-4,7,3.0,4.0,7.0,1.0,13,0.18245307725883897,-0.18563829787234049,0.12857142857142856,0.05230596175478064,Hard,First Round,2012-01-16,2012,1,16,First Round,93.0,96.0,"(75.0, 100.0]","(75.0, 100.0]",1
Michael Llodra,Ernests Gulbis,-27.0,2,9,5.0,-6.0,16,19,-2,-15,4.0,6.0,10.0,-4.0,24,0.04595238095238097,0.16000000000000003,0.17112299465240643,0.11791666666666667,Hard,First Round,2012-01-16,2012,1,16,First Round,46.0,73.0,"(25.0, 50.0]","(50.0, 75.0]",1
Alejandro Falla,Fabio Fognini,24.0,2,9,3.0,-5.0,10,12,1,-13,5.0,4.0,12.0,1.0,23,0.027972027972028024,0.14764150943396226,0.35064935064935066,0.09770687936191425,Hard,First Round,2012-01-16,2012,1,16,First Round,71.0,47.0,"(50.0, 75.0]","(25.0, 50.0]",1
Fernando Verdasco,Bernard Tomic,-14.0,-1,-5,8.0,8.0,-3,2,0,5,-3.0,-8.0,-10.0,-7.0,-13,-0.04121050289274597,-0.03734528382415703,-0.025641025641025605,-0.04192128260726724,Hard,First Round,2012-01-16,2012,1,16,First Round,24.0,38.0,"(0.0, 25.0]","(25.0, 50.0]",0
Milos Raonic,Filippo Volandri,-47.0,3,12,13.0,-1.0,15,6,-6,-21,6.0,7.0,24.0,15.0,33,0.2696417347580139,0.13011456628477902,0.5,0.2391304347826087,Hard,First Round,2012-01-16,2012,1,16,First Round,25.0,72.0,"(0.0, 25.0]","(50.0, 75.0]",1
Frederik Nielsen,Kevin Anderson,208.0,-3,-11,-5.0,-1.0,-13,-7,-6,1,-5.0,-7.0,-13.0,6.0,-32,-0.1621212121212121,-0.2046370967741935,-0.29487179487179493,-0.18691860465116272,Hard,First Round,2012-01-16,2012,1,16,First Round,240.0,32.0,"(225.0, 250.0]","(25.0, 50.0]",0
Mardy Fish,Gilles Muller,-47.0,3,8,2.0,0.0,-3,-19,3,-5,4.0,10.0,24.0,24.0,24,0.2236111111111111,0.18831168831168837,0.3076923076923077,0.19997175540177942,Hard,First Round,2012-01-16,2012,1,16,First Round,8.0,55.0,"(0.0, 25.0]","(50.0, 75.0]",1
Greg Jones,Alexandr Dolgopolov,185.0,-1,-7,-7.0,7.0,4,13,-2,16,-4.0,-13.0,-27.0,-29.0,-25,-0.09615384615384615,-0.19999999999999996,0.3555555555555556,-0.150197628458498,Hard,First Round,2012-01-16,2012,1,16,First Round,198.0,13.0,"(175.0, 200.0]","(0.0, 25.0]",0
Guillermo Garcia-Lopez,Mikhail Kukushkin,-26.0,-3,-11,-4.0,3.0,-7,4,-6,-2,-5.0,-9.0,-15.0,-2.0,-28,-0.20453514739229028,-0.16666666666666663,-0.045454545454545414,-0.1875324675324675,Hard,First Round,2012-01-16,2012,1,16,First Round,66.0,92.0,"(50.0, 75.0]","(75.0, 100.0]",0
Igor Kunitsyn,Pablo Andujar,29.0,-3,-12,-3.0,-1.0,-9,2,-2,3,-5.0,-7.0,-16.0,-5.0,-27,-0.19039451114922812,-0.08838383838383834,-0.07142857142857151,-0.1541017122412472,Hard,First Round,2012-01-16,2012,1,16,First Round,74.0,45.0,"(50.0, 75.0]","(25.0, 50.0]",0
Sergiy Stakhovsky,Illya Marchenko,-181.0,1,5,11.0,-9.0,19,31,3,-8,2.0,6.0,-1.0,-23.0,21,-0.016349871134020644,0.0907470137279372,0.0080971659919028,0.04488350845134764,Hard,First Round,2012-01-16,2012,1,16,First Round,65.0,246.0,"(50.0, 75.0]","(225.0, 250.0]",1
Frederico Gil,Ivan Dodig,71.0,2,9,-3.0,-4.0,10,15,4,-17,5.0,-2.0,16.0,2.0,30,0.008710801393728262,0.37995337995337997,0.45238095238095233,0.19102564102564107,Hard,First Round,2012-01-16,2012,1,16,First Round,107.0,36.0,"(100.0, 125.0]","(25.0, 50.0]",1
Lukas Lacko,Ivan Ljubicic,89.0,1,2,14.0,1.0,2,-2,-1,-12,1.0,3.0,15.0,14.0,16,0.045192307692307754,0.11850649350649345,-0.011363636363636354,0.08413693346190937,Hard,First Round,2012-01-16,2012,1,16,First Round,119.0,30.0,"(100.0, 125.0]","(25.0, 50.0]",1
James Ward,Blaz Kavcic,58.0,-3,-7,5.0,-2.0,-21,-25,-2,0,-2.0,-4.0,2.0,25.0,-21,-0.0710382513661203,-0.04999999999999999,-0.025974025974025983,-0.09093277748827516,Hard,First Round,2012-01-16,2012,1,16,First Round,161.0,103.0,"(150.0, 175.0]","(100.0, 125.0]",0
Jarkko Nieminen,David Nalbandian,-38.0,-2,-4,-0.0,1.0,2,11,0,3,-2.0,-1.0,-12.0,-14.0,-10,-0.11555555555555563,-0.0861244019138756,-0.30000000000000004,-0.10815047021943575,Hard,First Round,2012-01-16,2012,1,16,First Round,49.0,87.0,"(25.0, 50.0]","(75.0, 100.0]",0
Jeremy Chardy,Grigor Dimitrov,4.0,-1,-2,7.0,2.0,-5,-16,-3,0,-1.0,7.0,8.0,16.0,0,0.09040293040293035,-0.046153846153846156,-0.1303030303030303,0.0168498168498169,Hard,First Round,2012-01-16,2012,1,16,First Round,82.0,78.0,"(75.0, 100.0]","(75.0, 100.0]",0
Jesse Huta Galung,Carlos Berlocq,172.0,-2,-3,-1.0,9.0,-13,-21,8,16,-0.0,1.0,-0.0,5.0,-5,0.040073529411764675,0.0394088669950739,-0.03205128205128205,-0.015812572608751796,Hard,First Round,2012-01-16,2012,1,16,First Round,233.0,61.0,"(225.0, 250.0]","(50.0, 75.0]",0
Jesse Levine,Marcel Granollers,130.0,-1,-6,-17.0,-2.0,1,25,-2,-2,-2.0,-9.0,-24.0,-23.0,-25,-0.1681566243518684,-0.019897084048027425,0.11607142857142855,-0.1000468237864835,Hard,First Round,2012-01-16,2012,1,16,First Round,158.0,28.0,"(150.0, 175.0]","(25.0, 50.0]",0
Joao Souza,Matthew Ebden,11.0,-3,-8,-2.0,-1.0,-6,9,2,12,-3.0,-14.0,-25.0,-21.0,-29,-0.18877782825988187,-0.10826210826210825,0.25,-0.17579162410623084,Hard,First Round,2012-01-16,2012,1,16,First Round,105.0,94.0,"(100.0, 125.0]","(75.0, 100.0]",0
Juan Carlos Ferrero,Viktor Troicki,25.0,-1,-6,-24.0,-0.0,-11,6,4,-4,-3.0,-3.0,-9.0,-2.0,-16,-0.1556372549019608,0.09785624211853716,-0.16666666666666669,-0.051327973173798724,Hard,First Round,2012-01-16,2012,1,16,First Round,48.0,23.0,"(25.0, 50.0]","(0.0, 25.0]",0
Juan Monaco,Philipp Kohlschreiber,-14.0,-1,-8,-7.0,-1.0,4,26,-13,-15,-5.0,-6.0,-20.0,-11.0,-29,-0.1437229437229437,-0.09322033898305082,-0.1964285714285714,-0.1078921078921079,Hard,First Round,2012-01-16,2012,1,16,First Round,27.0,41.0,"(25.0, 50.0]","(25.0, 50.0]",0
Ivo Karlovic,Jurgen Melzer,24.0,3,6,22.0,-5.0,14,15,-6,-13,3.0,3.0,6.0,-2.0,14,0.04096520763187428,-0.009661835748792258,0.2142857142857143,0.06504524886877827,Hard,First Round,2012-01-16,2012,1,16,First Round,57.0,33.0,"(50.0, 75.0]","(25.0, 50.0]",1
Jurgen Zopp,James Duckworth,-102.0,-3,-7,-5.0,1.0,-13,-10,-4,-2,-3.0,-5.0,-5.0,12.0,-22,-0.11180124223602483,-0.0918866080156403,-0.19444444444444442,-0.11046257113672847,Hard,First Round,2012-01-16,2012,1,16,First Round,148.0,250.0,"(125.0, 150.0]","(225.0, 250.0]",0
Karol Beck,Julien Benneteau,61.0,-3,-8,1.0,-1.0,-6,-3,-3,8,-4.0,-9.0,-14.0,-5.0,-23,-0.07811320754716977,-0.22911497105045497,-0.08333333333333337,-0.14125200642054575,Hard,First Round,2012-01-16,2012,1,16,First Round,100.0,39.0,"(75.0, 100.0]","(25.0, 50.0]",0
Kenny De Schepper,Sam Querrey,40.0,-3,-11,-7.0,3.0,-16,-10,-5,0,-5.0,-3.0,-11.0,10.0,-32,-0.19091431857389296,-0.14705882352941174,-0.625,-0.19318379412276127,Hard,First Round,2012-01-16,2012,1,16,First Round,135.0,95.0,"(125.0, 150.0]","(75.0, 100.0]",0
Leonardo Mayer,Feliciano Lopez,61.0,-3,-5,5.0,3.0,-11,-10,-3,-1,-1.0,2.0,-3.0,11.0,-17,-0.051520270270270285,-0.04511784511784511,-0.11666666666666668,-0.0550518985678623,Hard,First Round,2012-01-16,2012,1,16,First Round,80.0,19.0,"(75.0, 100.0]","(0.0, 25.0]",0
Lukas Rosol,Philipp Petzschner,6.0,-3,-16,-3.0,3.0,-6,16,-1,13,-8.0,-13.0,-36.0,-29.0,-43,-0.424159231297186,-0.2027027027027027,0.3571428571428571,-0.3281385281385282,Hard,First Round,2012-01-16,2012,1,16,First Round,69.0,63.0,"(50.0, 75.0]","(50.0, 75.0]",0
Lukasz Kubot,Nicolas Almagro,48.0,-2,-2,-8.0,13.0,-9,-8,7,15,-1.0,1.0,-9.0,-7.0,-11,-0.03988134475939353,-0.00034317089910779197,-0.11363636363636365,-0.04822161422708615,Hard,First Round,2012-01-16,2012,1,16,First Round,58.0,10.0,"(50.0, 75.0]","(0.0, 25.0]",0
Gael Monfils,Marinko Matosevic,-188.0,3,7,9.0,-1.0,2,-2,7,0,3.0,1.0,11.0,2.0,20,0.055376344086021545,0.13725490196078427,0.2545454545454545,0.09064817029418798,Hard,First Round,2012-01-16,2012,1,16,First Round,15.0,203.0,"(0.0, 25.0]","(200.0, 225.0]",1
Matteo Viola,Santiago Giraldo,97.0,-3,-11,2.0,3.0,-3,9,-5,9,-5.0,-12.0,-26.0,-18.0,-34,-0.20996640537514,-0.3446969696969697,-0.06666666666666671,-0.26693548387096777,Hard,First Round,2012-01-16,2012,1,16,First Round,153.0,56.0,"(150.0, 175.0]","(50.0, 75.0]",0
Ryan Sweeting,Matthias Bachinger,-21.0,3,8,4.0,1.0,8,-1,-4,-14,4.0,5.0,19.0,15.0,23,0.1581168831168831,0.10964912280701761,0.5,0.16576892001077298,Hard,First Round,2012-01-16,2012,1,16,First Round,68.0,89.0,"(50.0, 75.0]","(75.0, 100.0]",1
Juan Ignacio Chela,Michael Russell,-68.0,3,6,2.0,-6.0,3,-2,9,4,2.0,3.0,10.0,-2.0,22,0.05980812410696057,0.145578231292517,0.04545454545454547,0.09278199883109295,Hard,First Round,2012-01-16,2012,1,16,First Round,29.0,97.0,"(25.0, 50.0]","(75.0, 100.0]",1
Mikhail Youzhny,Andrey Golubev,-111.0,-1,-4,-5.0,-4.0,-7,-5,0,-2,-3.0,2.0,-0.0,7.0,-7,-0.0318060809864088,0.011636636636636666,-0.18181818181818182,-0.016061980347694627,Hard,First Round,2012-01-16,2012,1,16,First Round,35.0,146.0,"(25.0, 50.0]","(125.0, 150.0]",0
Nikolay Davydenko,Flavio Cipolla,-24.0,-1,-6,1.0,2.0,-10,-13,5,18,-2.0,-11.0,-10.0,-5.0,-15,-0.030219780219780223,-0.09583333333333333,0.31818181818181823,-0.05583592827230749,Hard,First Round,2012-01-16,2012,1,16,First Round,52.0,76.0,"(50.0, 75.0]","(75.0, 100.0]",0
